Municipios;Tipo de vivienda;Total
37246  Peñaranda de Bracamonte;2.1 Total viviendas principales;2.601
09261  Peñaranda de Duero;2 Total viviendas familiares;535
09261  Peñaranda de Duero;2.1 Total viviendas principales;223
37247  Peñarandilla;2 Total viviendas familiares;145
37247  Peñarandilla;2.1 Total viviendas principales;92
44179  Peñarroya de Tastavins;2 Total viviendas familiares;415
44179  Peñarroya de Tastavins;2.1 Total viviendas principales;203
14052  Peñarroya-Pueblonuevo;2 Total viviendas familiares;6.263
14052  Peñarroya-Pueblonuevo;2.1 Total viviendas principales;4.109
39049  Peñarrubia;2 Total viviendas familiares;224
39049  Peñarrubia;2.1 Total viviendas principales;187
22173  Peñas de Riglos, Las;2 Total viviendas familiares;423
22173  Peñas de Riglos, Las;2.1 Total viviendas principales;129
02060  Peñas de San Pedro;2 Total viviendas familiares;911
02060  Peñas de San Pedro;2.1 Total viviendas principales;545
02059  Peñascosa;2 Total viviendas familiares;283
02059  Peñascosa;2.1 Total viviendas principales;163
49149  Peñausende;2 Total viviendas familiares;408
49149  Peñausende;2.1 Total viviendas principales;200
45132  Pepino;2 Total viviendas familiares;1.501
45132  Pepino;2.1 Total viviendas principales;853
49150  Peque;2 Total viviendas familiares;219
49150  Peque;2.1 Total viviendas principales;90
17130  Pera, La;2 Total viviendas familiares;255
17130  Pera, La;2.1 Total viviendas principales;167
44180  Peracense;2 Total viviendas familiares;120
44180  Peracense;2.1 Total viviendas principales;35
08160  Perafita;2 Total viviendas familiares;240
08160  Perafita;2.1 Total viviendas principales;159
43103  Perafort;2 Total viviendas familiares;502
43103  Perafort;2.1 Total viviendas principales;473
09262  Peral de Arlanza;2 Total viviendas familiares;138
09262  Peral de Arlanza;2.1 Total viviendas principales;57
16155  Peral, El;2 Total viviendas familiares;412
16155  Peral, El;2.1 Total viviendas principales;266
17132  Peralada;2 Total viviendas familiares;722
17132  Peralada;2.1 Total viviendas principales;685
10140  Peraleda de la Mata;2 Total viviendas familiares;1.081
10140  Peraleda de la Mata;2.1 Total viviendas principales;579
10141  Peraleda de San Román;2 Total viviendas familiares;519
10141  Peraleda de San Román;2.1 Total viviendas principales;152
06101  Peraleda del Zaucejo;2 Total viviendas familiares;450
06101  Peraleda del Zaucejo;2.1 Total viviendas principales;268
16156  Peraleja, La;2 Total viviendas familiares;310
16156  Peraleja, La;2.1 Total viviendas principales;66
44181  Peralejos;2 Total viviendas familiares;83
44181  Peralejos;2.1 Total viviendas principales;35
37248  Peralejos de Abajo;2 Total viviendas familiares;160
37248  Peralejos de Abajo;2.1 Total viviendas principales;72
37249  Peralejos de Arriba;2 Total viviendas familiares;61
37249  Peralejos de Arriba;2.1 Total viviendas principales;28
19216  Peralejos de las Truchas;2 Total viviendas familiares;276
19216  Peralejos de las Truchas;2.1 Total viviendas principales;61
34127  Perales;2 Total viviendas familiares;124
34127  Perales;2.1 Total viviendas principales;61
28110  Perales de Tajuña;2 Total viviendas familiares;1.579
28110  Perales de Tajuña;2.1 Total viviendas principales;1.007
44182  Perales del Alfambra;2 Total viviendas familiares;241
44182  Perales del Alfambra;2.1 Total viviendas principales;112
10142  Perales del Puerto;2 Total viviendas familiares;826
10142  Perales del Puerto;2.1 Total viviendas principales;418
22174  Peralta de Alcofea;2 Total viviendas familiares;461
22174  Peralta de Alcofea;2.1 Total viviendas principales;235
22175  Peralta de Calasanz;2 Total viviendas familiares;375
22175  Peralta de Calasanz;2.1 Total viviendas principales;121
31202  Peralta/Azkoien;2 Total viviendas familiares;2.711
31202  Peralta/Azkoien;2.1 Total viviendas principales;2.240
22176  Peraltilla;2 Total viviendas familiares;106
22176  Peraltilla;2.1 Total viviendas principales;76
19217  Peralveche;2 Total viviendas familiares;120
19217  Peralveche;2.1 Total viviendas principales;47
25165  Peramola;2 Total viviendas familiares;339
25165  Peramola;2.1 Total viviendas principales;159
24112  Peranzanes;2 Total viviendas familiares;538
24112  Peranzanes;2.1 Total viviendas principales;198
22177  Perarrúa;2 Total viviendas familiares;129
22177  Perarrúa;2.1 Total viviendas principales;36
49151  Perdigón, El;2 Total viviendas familiares;615
49151  Perdigón, El;2.1 Total viviendas principales;326
50206  Perdiguera;2 Total viviendas familiares;344
50206  Perdiguera;2.1 Total viviendas principales;238
32058  Pereiro de Aguiar, O;2 Total viviendas familiares;4.166
32058  Pereiro de Aguiar, O;2.1 Total viviendas principales;2.306
43104  Perelló, El;2 Total viviendas familiares;1.729
43104  Perelló, El;2.1 Total viviendas principales;1.271
37250  Pereña de la Ribera;2 Total viviendas familiares;391
37250  Pereña de la Ribera;2.1 Total viviendas principales;189
49152  Pereruela;2 Total viviendas familiares;508
49152  Pereruela;2.1 Total viviendas principales;279
29079  Periana;2 Total viviendas familiares;2.168
29079  Periana;2.1 Total viviendas principales;1.371
49153  Perilla de Castro;2 Total viviendas familiares;221
49153  Perilla de Castro;2.1 Total viviendas principales;82
34904  Pernía, La;2 Total viviendas familiares;430
34904  Pernía, La;2.1 Total viviendas principales;159
37251  Peromingo;2 Total viviendas familiares;167
37251  Peromingo;2.1 Total viviendas principales;52
40158  Perosillo;2 Total viviendas familiares;40
40158  Perosillo;2.1 Total viviendas principales;8
32059  Peroxa, A;2 Total viviendas familiares;1.818
32059  Peroxa, A;2.1 Total viviendas principales;752
22178  Pertusa;2 Total viviendas familiares;104
22178  Pertusa;2.1 Total viviendas principales;43
39050  Pesaguero;2 Total viviendas familiares;355
39050  Pesaguero;2.1 Total viviendas principales;151
10143  Pescueza;2 Total viviendas familiares;178
10143  Pescueza;2.1 Total viviendas principales;78
10144  Pesga, La;2 Total viviendas familiares;691
10144  Pesga, La;2.1 Total viviendas principales;466
33048  Pesoz;2 Total viviendas familiares;145
33048  Pesoz;2.1 Total viviendas principales;85
39051  Pesquera;2 Total viviendas familiares;72
39051  Pesquera;2.1 Total viviendas principales;44
47116  Pesquera de Duero;2 Total viviendas familiares;367
47116  Pesquera de Duero;2.1 Total viviendas principales;196
16157  Pesquera, La;2 Total viviendas familiares;353
16157  Pesquera, La;2.1 Total viviendas principales;115
31203  Petilla de Aragón;2 Total viviendas familiares;41
31203  Petilla de Aragón;2.1 Total viviendas principales;10
32060  Petín;2 Total viviendas familiares;905
32060  Petín;2.1 Total viviendas principales;441
07041  Petra;2 Total viviendas familiares;1.553
07041  Petra;2.1 Total viviendas principales;1.129
03104  Petrer;2 Total viviendas familiares;16.439
03104  Petrer;2.1 Total viviendas principales;13.198
46192  Petrés;2 Total viviendas familiares;651
46192  Petrés;2.1 Total viviendas principales;378
02061  Pétrola;2 Total viviendas familiares;593
02061  Pétrola;2.1 Total viviendas principales;341
18154  Peza, La;2 Total viviendas familiares;1.060
18154  Peza, La;2.1 Total viviendas principales;498
28111  Pezuela de las Torres;2 Total viviendas familiares;752
28111  Pezuela de las Torres;2.1 Total viviendas principales;295
49154  Pías;2 Total viviendas familiares;241
49154  Pías;2.1 Total viviendas principales;59
46193  Picanya;2 Total viviendas familiares;5.050
46193  Picanya;2.1 Total viviendas principales;4.131
46194  Picassent;2 Total viviendas familiares;10.594
46194  Picassent;2.1 Total viviendas principales;7.822
16158  Picazo, El;2 Total viviendas familiares;720
16158  Picazo, El;2.1 Total viviendas principales;285
13062  Picón;2 Total viviendas familiares;462
13062  Picón;2.1 Total viviendas principales;265
13063  Piedrabuena;2 Total viviendas familiares;2.676
13063  Piedrabuena;2.1 Total viviendas principales;1.581
05186  Piedrahíta;2 Total viviendas familiares;1.952
05186  Piedrahíta;2.1 Total viviendas principales;833
49155  Piedrahita de Castro;2 Total viviendas familiares;112
49155  Piedrahita de Castro;2.1 Total viviendas principales;40
05187  Piedralaves;2 Total viviendas familiares;2.802
05187  Piedralaves;2.1 Total viviendas principales;952
31204  Piedramillera;2 Total viviendas familiares;67
31204  Piedramillera;2.1 Total viviendas principales;27
10145  Piedras Albas;2 Total viviendas familiares;284
10145  Piedras Albas;2.1 Total viviendas principales;74
50207  Piedratajada;2 Total viviendas familiares;103
50207  Piedratajada;2.1 Total viviendas principales;69
39052  Piélagos;2 Total viviendas familiares;11.817
39052  Piélagos;2.1 Total viviendas principales;8.698
08161  Piera;2 Total viviendas familiares;10.124
08161  Piera;2.1 Total viviendas principales;5.368
09265  Piérnigas;2 Total viviendas familiares;61
09265  Piérnigas;2.1 Total viviendas principales;25
03902  Pilar de la Horadada;2 Total viviendas familiares;22.660
03902  Pilar de la Horadada;2.1 Total viviendas principales;8.374
41075  Pilas;2 Total viviendas familiares;5.984
41075  Pilas;2.1 Total viviendas principales;4.870
46195  Piles;2 Total viviendas familiares;3.280
46195  Piles;2.1 Total viviendas principales;1.154
43105  Piles, Les;2 Total viviendas familiares;182
43105  Piles, Les;2.1 Total viviendas principales;90
33049  Piloña;2 Total viviendas familiares;4.779
33049  Piloña;2.1 Total viviendas principales;3.315
50208  Pina de Ebro;2 Total viviendas familiares;1.266
50208  Pina de Ebro;2.1 Total viviendas principales;1.038
12090  Pina de Montalgrao;2 Total viviendas familiares;263
12090  Pina de Montalgrao;2.1 Total viviendas principales;77
38901  Pinar de El Hierro, El;2 Total viviendas familiares;1.195
38901  Pinar de El Hierro, El;2.1 Total viviendas principales;748
18910  Pinar, El;2 Total viviendas familiares;753
18910  Pinar, El;2.1 Total viviendas principales;396
16159  Pinarejo;2 Total viviendas familiares;260
16159  Pinarejo;2.1 Total viviendas principales;117
40159  Pinarejos;2 Total viviendas familiares;155
40159  Pinarejos;2.1 Total viviendas principales;72
40160  Pinarnegrillo;2 Total viviendas familiares;173
40160  Pinarnegrillo;2.1 Total viviendas principales;51
16160  Pineda de Gigüela;2 Total viviendas familiares;195
16160  Pineda de Gigüela;2.1 Total viviendas principales;48
09266  Pineda de la Sierra;2 Total viviendas familiares;126
09266  Pineda de la Sierra;2.1 Total viviendas principales;42
08163  Pineda de Mar;2 Total viviendas familiares;16.355
08163  Pineda de Mar;2.1 Total viviendas principales;10.390
09267  Pineda Trasmonte;2 Total viviendas familiares;121
09267  Pineda Trasmonte;2.1 Total viviendas principales;65
37252  Pinedas;2 Total viviendas familiares;215
37252  Pinedas;2.1 Total viviendas principales;59
43106  Pinell de Brai, El;2 Total viviendas familiares;592
43106  Pinell de Brai, El;2.1 Total viviendas principales;400
25166  Pinell de Solsonès;2 Total viviendas familiares;154
25166  Pinell de Solsonès;2.1 Total viviendas principales;80
46196  Pinet;2 Total viviendas familiares;126
46196  Pinet;2.1 Total viviendas principales;64
19218  Pinilla de Jadraque;2 Total viviendas familiares;85
19218  Pinilla de Jadraque;2.1 Total viviendas principales;27
09268  Pinilla de los Barruecos;2 Total viviendas familiares;158
09268  Pinilla de los Barruecos;2.1 Total viviendas principales;63
09269  Pinilla de los Moros;2 Total viviendas familiares;78
09269  Pinilla de los Moros;2.1 Total viviendas principales;16
19219  Pinilla de Molina;2 Total viviendas familiares;61
19219  Pinilla de Molina;2.1 Total viviendas principales;10
49156  Pinilla de Toro;2 Total viviendas familiares;249
49156  Pinilla de Toro;2.1 Total viviendas principales;115
42139  Pinilla del Campo;2 Total viviendas familiares;29
42139  Pinilla del Campo;2.1 Total viviendas principales;9
28112  Pinilla del Valle;2 Total viviendas familiares;287
28112  Pinilla del Valle;2.1 Total viviendas principales;97
09270  Pinilla Trasmonte;2 Total viviendas familiares;162
09270  Pinilla Trasmonte;2.1 Total viviendas principales;89
26115  Pinillos;2 Total viviendas familiares;27
26115  Pinillos;2.1 Total viviendas principales;8
37253  Pino de Tormes, El;2 Total viviendas familiares;139
37253  Pino de Tormes, El;2.1 Total viviendas principales;60
49157  Pino del Oro;2 Total viviendas familiares;184
49157  Pino del Oro;2.1 Total viviendas principales;87
34129  Pino del Río;2 Total viviendas familiares;233
34129  Pino del Río;2.1 Total viviendas principales;101
15066  Pino, O;2 Total viviendas familiares;2.794
15066  Pino, O;2.1 Total viviendas principales;1.654
10146  Pinofranqueado;2 Total viviendas familiares;1.123
10146  Pinofranqueado;2.1 Total viviendas principales;643
25167  Pinós;2 Total viviendas familiares;133
25167  Pinós;2.1 Total viviendas principales;91
18157  Pinos Genil;2 Total viviendas familiares;842
18157  Pinos Genil;2.1 Total viviendas principales;488
18158  Pinos Puente;2 Total viviendas familiares;6.183
18158  Pinos Puente;2.1 Total viviendas principales;4.818
03105  Pinós, el/Pinoso;2 Total viviendas familiares;4.338
03105  Pinós, el/Pinoso;2.1 Total viviendas principales;2.872
50209  Pinseque;2 Total viviendas familiares;2.121
50209  Pinseque;2.1 Total viviendas principales;1.372
50210  Pintanos, Los;2 Total viviendas familiares;72
50210  Pintanos, Los;2.1 Total viviendas principales;21
28113  Pinto;2 Total viviendas familiares;19.695
28113  Pinto;2.1 Total viviendas principales;17.401
34130  Piña de Campos;2 Total viviendas familiares;241
34130  Piña de Campos;2.1 Total viviendas principales;115
47117  Piña de Esgueva;2 Total viviendas familiares;231
47117  Piña de Esgueva;2.1 Total viviendas principales;137
18159  Píñar;2 Total viviendas familiares;735
18159  Píñar;2.1 Total viviendas principales;483
47118  Piñel de Abajo;2 Total viviendas familiares;136
47118  Piñel de Abajo;2.1 Total viviendas principales;89
47119  Piñel de Arriba;2 Total viviendas familiares;152
47119  Piñel de Arriba;2.1 Total viviendas principales;57
49158  Piñero, El;2 Total viviendas familiares;179
49158  Piñero, El;2.1 Total viviendas principales;108
32061  Piñor;2 Total viviendas familiares;910
32061  Piñor;2.1 Total viviendas principales;525
28114  Piñuécar-Gandullas;2 Total viviendas familiares;236
28114  Piñuécar-Gandullas;2.1 Total viviendas principales;77
10147  Piornal;2 Total viviendas familiares;1.829
10147  Piornal;2.1 Total viviendas principales;618
19220  Pioz;2 Total viviendas familiares;2.369
19220  Pioz;2.1 Total viviendas principales;1.429
19221  Piqueras;2 Total viviendas familiares;156
19221  Piqueras;2.1 Total viviendas principales;30
16161  Piqueras del Castillo;2 Total viviendas familiares;119
16161  Piqueras del Castillo;2.1 Total viviendas principales;38
43107  Pira;2 Total viviendas familiares;314
43107  Pira;2.1 Total viviendas principales;182
22181  Piracés;2 Total viviendas familiares;43
22181  Piracés;2.1 Total viviendas principales;42
44183  Pitarque;2 Total viviendas familiares;150
44183  Pitarque;2.1 Total viviendas principales;35
37254  Pitiegua;2 Total viviendas familiares;167
37254  Pitiegua;2.1 Total viviendas principales;84
31205  Pitillas;2 Total viviendas familiares;384
31205  Pitillas;2.1 Total viviendas principales;238
29080  Pizarra;2 Total viviendas familiares;3.702
29080  Pizarra;2.1 Total viviendas principales;3.206
37255  Pizarral;2 Total viviendas familiares;51
